"","xMin","xMax","yMin","yMax","shotPercentage"
"1469",230,240,280,290,0
"1470",230,240,290,300,0
"1471",240,250,0,10,26.0869565217391
"1472",240,250,10,20,40
"1473",240,250,20,30,25
"1474",240,250,30,40,50
"1475",240,250,40,50,36.8421052631579
"1476",240,250,50,60,53.3333333333333
"1477",240,250,60,70,36.3636363636364
"1478",240,250,70,80,36.3636363636364
"1479",240,250,80,90,55.5555555555556
"1480",240,250,90,100,33.3333333333333
"1481",240,250,100,110,0
"1482",240,250,110,120,0
"1483",240,250,120,130,0
"1484",240,250,130,140,0
"1485",240,250,140,150,0
"1486",240,250,150,160,0
"1487",240,250,160,170,0
"1488",240,250,170,180,0
"1489",240,250,180,190,0
"1490",240,250,190,200,0
"1491",240,250,200,210,0
"1492",240,250,210,220,0
"1493",240,250,220,230,0
"1494",240,250,230,240,0
"1495",240,250,240,250,0
"1496",240,250,250,260,0
"1497",240,250,260,270,0
"1498",240,250,270,280,0
"1499",240,250,280,290,0
"1500",240,250,290,300,0
