,GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,NEW_X,NEW_Y
41717,Shot Chart Detail,0021700535,330,201939,Stephen Curry,1610612744,Golden State Warriors,3,10,28,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,84,255,1,1,20171230,GSW,MEM,481.22431864335454,277.5077321642143
41720,Shot Chart Detail,0021700535,346,201939,Stephen Curry,1610612744,Golden State Warriors,3,9,6,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,191,189,1,1,20171230,GSW,MEM,550.1192008768393,240.17829575434445
41727,Shot Chart Detail,0021700535,387,201939,Stephen Curry,1610612744,Golden State Warriors,3,5,15,Made Shot,Step Back Jump shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,230,62,1,1,20171230,GSW,MEM,515.7957166897568,123.62831425915823
41729,Shot Chart Detail,0021700535,408,201939,Stephen Curry,1610612744,Golden State Warriors,3,4,8,Made Shot,Turnaround Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-228,-13,1,1,20171230,GSW,MEM,14.494446500534865,-74.09241587429597
41752,Shot Chart Detail,0021700535,603,201939,Stephen Curry,1610612744,Golden State Warriors,4,2,50,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,78,243,1,1,20171230,GSW,MEM,468.29611541307906,263.90003700962757
43870,Shot Chart Detail,0021700562,44,201939,Stephen Curry,1610612744,Golden State Warriors,1,8,18,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,29,90,285,1,1,20180103,DAL,GSW,504.54482671904333,309.11542731880104
43873,Shot Chart Detail,0021700562,95,201939,Stephen Curry,1610612744,Golden State Warriors,1,5,11,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,12,119,52,1,1,20180103,DAL,GSW,399.02221399786055,83.8859538993036
43877,Shot Chart Detail,0021700562,123,201939,Stephen Curry,1610612744,Golden State Warriors,1,3,11,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,8,-86,25,1,1,20180103,DAL,GSW,178.43375672974065,1.9563694509234466
43878,Shot Chart Detail,0021700562,133,201939,Stephen Curry,1610612744,Golden State Warriors,1,2,53,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-6,257,1,1,20180103,DAL,GSW,392.37901918173384,255.39230484541326
43883,Shot Chart Detail,0021700562,166,201939,Stephen Curry,1610612744,Golden State Warriors,1,0,3,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-185,155,1,1,20180103,DAL,GSW,154.489291724392,105.4293994002423
43902,Shot Chart Detail,0021700562,298,201939,Stephen Curry,1610612744,Golden State Warriors,2,3,33,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-9,1,1,1,20180103,DAL,GSW,241.57735026918962,-1.4115427318801044
43908,Shot Chart Detail,0021700562,334,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,40,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-79,229,1,1,20180103,DAL,GSW,303.2132116444243,207.8320137979413
43921,Shot Chart Detail,0021700562,436,201939,Stephen Curry,1610612744,Golden State Warriors,3,4,48,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-96,256,1,1,20180103,DAL,GSW,301.8016689125442,230.27687752661222
43946,Shot Chart Detail,0021700562,629,201939,Stephen Curry,1610612744,Golden State Warriors,4,3,18,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,8,10,1,1,20180103,DAL,GSW,263.7735026918963,12.143593539448982
43948,Shot Chart Detail,0021700562,633,201939,Stephen Curry,1610612744,Golden State Warriors,4,2,46,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,13,1,1,1,20180103,DAL,GSW,263.57735026918965,4.483339501604595
43954,Shot Chart Detail,0021700562,672,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,3,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,3,274,1,1,20180103,DAL,GSW,411.19397375795745,274.80384757729337
44223,Shot Chart Detail,0021700566,39,201939,Stephen Curry,1610612744,Golden State Warriors,1,8,50,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-205,134,1,1,20180104,HOU,GSW,122.36493607140984,79.07041555161985
44231,Shot Chart Detail,0021700566,80,201939,Stephen Curry,1610612744,Golden State Warriors,1,5,54,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-13,8,1,1,20180104,HOU,GSW,241.618802153517,4.516660498395405
44239,Shot Chart Detail,0021700566,136,201939,Stephen Curry,1610612744,Golden State Warriors,1,1,50,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20,119,163,1,1,20180104,HOU,GSW,463.108093877909,194.88595389930362
44254,Shot Chart Detail,0021700566,266,201939,Stephen Curry,1610612744,Golden State Warriors,2,5,16,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-41,243,1,1,20180104,HOU,GSW,349.29611541307906,232.01408311032398
44267,Shot Chart Detail,0021700566,344,201939,Stephen Curry,1610612744,Golden State Warriors,3,11,4,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-19,20,1,1,20180104,HOU,GSW,242.5470053837925,14.908965343808669
44271,Shot Chart Detail,0021700566,397,201939,Stephen Curry,1610612744,Golden State Warriors,3,6,29,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,15,15,1,1,20180104,HOU,GSW,273.66025403784437,19.01923788646684
44281,Shot Chart Detail,0021700566,460,201939,Stephen Curry,1610612744,Golden State Warriors,3,2,1,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-9,15,1,1,20180104,HOU,GSW,249.6602540378444,12.588457268119896
44287,Shot Chart Detail,0021700566,472,201939,Stephen Curry,1610612744,Golden State Warriors,3,0,2,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,157,197,1,1,20180104,HOU,GSW,520.7380030303563,239.06802321168627
44303,Shot Chart Detail,0021700566,608,201939,Stephen Curry,1610612744,Golden State Warriors,4,2,40,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,124,236,1,1,20180104,HOU,GSW,510.2546635287517,269.2256998614592
44306,Shot Chart Detail,0021700566,646,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,41,Made Shot,Cutting Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-7,21,1,1,20180104,HOU,GSW,255.12435565298213,19.124355652982143
45182,Shot Chart Detail,0021700578,60,201939,Stephen Curry,1610612744,Golden State Warriors,1,6,55,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-149,228,1,1,20180106,LAC,GSW,232.63586137523467,188.0755703277627
45184,Shot Chart Detail,0021700578,78,201939,Stephen Curry,1610612744,Golden State Warriors,1,5,38,Made Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,53,248,1,1,20180106,LAC,GSW,446.1828667590272,262.2013071988495
45189,Shot Chart Detail,0021700578,96,201939,Stephen Curry,1610612744,Golden State Warriors,1,4,16,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,8,269,1,1,20180106,LAC,GSW,413.3072224120093,271.143593539449
45190,Shot Chart Detail,0021700578,106,201939,Stephen Curry,1610612744,Golden State Warriors,1,3,29,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,24,-235,56,1,1,20180106,LAC,GSW,47.33161507461904,-6.968060221313834
45206,Shot Chart Detail,0021700578,304,201939,Stephen Curry,1610612744,Golden State Warriors,2,4,37,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,3,7,1,1,20180106,LAC,GSW,257.0414518843274,7.803847577293368
45209,Shot Chart Detail,0021700578,351,201939,Stephen Curry,1610612744,Golden State Warriors,2,2,14,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-57,254,1,1,20180106,LAC,GSW,339.64696837416494,238.726896031426
45212,Shot Chart Detail,0021700578,371,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,33,Made Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-18,4,1,1,20180106,LAC,GSW,234.3094010767585,-0.8230854637602087
45213,Shot Chart Detail,0021700578,375,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,5,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-6,21,1,1,20180106,LAC,GSW,256.12435565298216,19.392304845413264
45220,Shot Chart Detail,0021700578,432,201939,Stephen Curry,1610612744,Golden State Warriors,3,8,41,Made Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-146,216,1,1,20180106,LAC,GSW,228.70765814495917,176.87941790505607
45225,Shot Chart Detail,0021700578,493,201939,Stephen Curry,1610612744,Golden State Warriors,3,4,58,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,22,272,1,1,20180106,LAC,GSW,429.0392732195782,277.8948822334847
45226,Shot Chart Detail,0021700578,512,201939,Stephen Curry,1610612744,Golden State Warriors,3,4,14,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-147,226,1,1,20180106,LAC,GSW,233.48116083685542,186.61146871262497
46720,Shot Chart Detail,0021700597,52,201939,Stephen Curry,1610612744,Golden State Warriors,1,7,19,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,154,212,1,1,20180108,GSW,DEN,526.3982570682007,253.2641756343929
46730,Shot Chart Detail,0021700597,151,201939,Stephen Curry,1610612744,Golden State Warriors,1,1,22,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,12,1,1,20180108,GSW,DEN,266.9282032302755,14.679491924311227
46747,Shot Chart Detail,0021700597,283,201939,Stephen Curry,1610612744,Golden State Warriors,2,3,31,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,226,97,1,1,20180108,GSW,DEN,532.0029761113937,157.55651748943373
46752,Shot Chart Detail,0021700597,306,201939,Stephen Curry,1610612744,Golden State Warriors,2,1,23,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,11,10,1,1,20180108,GSW,DEN,266.7735026918963,12.94744111674235
46757,Shot Chart Detail,0021700597,342,201939,Stephen Curry,1610612744,Golden State Warriors,3,9,54,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,117,222,1,1,20180108,GSW,DEN,495.1717597600969,253.35005551444135
46766,Shot Chart Detail,0021700597,395,201939,Stephen Curry,1610612744,Golden State Warriors,3,4,47,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,136,127,1,1,20180108,GSW,DEN,459.3234841870825,163.4410901706327
46770,Shot Chart Detail,0021700597,434,201939,Stephen Curry,1610612744,Golden State Warriors,3,2,32,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,128,239,1,1,20180108,GSW,DEN,515.9867143363206,273.2974966311837
46774,Shot Chart Detail,0021700597,445,201939,Stephen Curry,1610612744,Golden State Warriors,3,0,56,Made Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-144,221,1,1,20180108,GSW,DEN,233.59440949090728,182.41531628991834
46796,Shot Chart Detail,0021700597,571,201939,Stephen Curry,1610612744,Golden State Warriors,4,3,50,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,126,142,1,1,20180108,GSW,DEN,457.98373822492687,175.76159824632146
49443,Shot Chart Detail,0021700631,77,201939,Stephen Curry,1610612744,Golden State Warriors,1,3,58,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14,-127,77,1,1,20180113,TOR,GSW,167.4559707276012,42.97045256124742
49473,Shot Chart Detail,0021700631,299,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,11,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,12,131,1,1,20180113,TOR,GSW,337.632885263841,134.21539030917347
49476,Shot Chart Detail,0021700631,331,201939,Stephen Curry,1610612744,Golden State Warriors,3,10,2,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,16,-30,159,1,1,20180113,TOR,GSW,311.7986928011505,150.96152422706632
49483,Shot Chart Detail,0021700631,370,201939,Stephen Curry,1610612744,Golden State Warriors,3,6,9,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-164,189,1,1,20180113,TOR,GSW,195.11920087683927,145.05633244129587
49503,Shot Chart Detail,0021700631,558,201939,Stephen Curry,1610612744,Golden State Warriors,4,5,11,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-8,20,1,1,20180113,TOR,GSW,253.5470053837925,17.856406460551018
49505,Shot Chart Detail,0021700631,579,201939,Stephen Curry,1610612744,Golden State Warriors,4,3,35,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,6,248,1,1,20180113,TOR,GSW,399.1828667590272,249.60769515458674
50604,Shot Chart Detail,0021700646,42,201939,Stephen Curry,1610612744,Golden State Warriors,1,8,21,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,8,13,1,1,20180115,CLE,GSW,265.5055534994651,15.143593539448982
50633,Shot Chart Detail,0021700646,248,201939,Stephen Curry,1610612744,Golden State Warriors,2,5,47,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,23,258,1,1,20180115,CLE,GSW,421.95636945092343,264.16283142591584
50634,Shot Chart Detail,0021700646,255,201939,Stephen Curry,1610612744,Golden State Warriors,2,5,20,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,6,9,1,1,20180115,CLE,GSW,261.19615242270663,10.607695154586736
50641,Shot Chart Detail,0021700646,319,201939,Stephen Curry,1610612744,Golden State Warriors,2,1,14,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,16,21,1,1,20180115,CLE,GSW,278.12435565298216,25.287187078897965
50644,Shot Chart Detail,0021700646,367,201939,Stephen Curry,1610612744,Golden State Warriors,3,10,48,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-8,18,1,1,20180115,CLE,GSW,252.39230484541326,15.856406460551018
50646,Shot Chart Detail,0021700646,377,201939,Stephen Curry,1610612744,Golden State Warriors,3,9,56,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-130,236,1,1,20180115,CLE,GSW,256.2546635287517,201.16660498395404
50650,Shot Chart Detail,0021700646,400,201939,Stephen Curry,1610612744,Golden State Warriors,3,7,51,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-224,138,1,1,20180115,CLE,GSW,105.67433714816835,77.97938089542852
50656,Shot Chart Detail,0021700646,438,201939,Stephen Curry,1610612744,Golden State Warriors,3,5,5,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,33,75,325,1,1,20180115,CLE,GSW,512.6388374866284,345.0961894323342
51473,Shot Chart Detail,0021700657,18,201939,Stephen Curry,1610612744,Golden State Warriors,1,10,22,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,140,210,1,1,20180117,CHI,GSW,511.2435565298214,247.5128869403572
51474,Shot Chart Detail,0021700657,26,201939,Stephen Curry,1610612744,Golden State Warriors,1,9,46,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,6,157,1,1,20180117,CHI,GSW,346.64399226277123,158.60769515458674
51480,Shot Chart Detail,0021700657,59,201939,Stephen Curry,1610612744,Golden State Warriors,1,6,42,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,20,-122,162,1,1,20180117,CHI,GSW,221.53074360871938,129.31019852340302
51486,Shot Chart Detail,0021700657,106,201939,Stephen Curry,1610612744,Golden State Warriors,1,3,52,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,87,244,1,1,20180117,CHI,GSW,477.8734656822687,267.31157974150767
51511,Shot Chart Detail,0021700657,289,201939,Stephen Curry,1610612744,Golden State Warriors,2,3,50,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,47,252,1,1,20180117,CHI,GSW,442.4922678357857,264.5936120442628
51512,Shot Chart Detail,0021700657,315,201939,Stephen Curry,1610612744,Golden State Warriors,2,2,25,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,18,7,1,1,20180117,CHI,GSW,272.0414518843274,11.823085463760208
51524,Shot Chart Detail,0021700657,367,201939,Stephen Curry,1610612744,Golden State Warriors,3,9,23,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,18,261,1,1,20180117,CHI,GSW,418.68842025849233,265.8230854637602
51525,Shot Chart Detail,0021700657,381,201939,Stephen Curry,1610612744,Golden State Warriors,3,8,2,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20,132,158,1,1,20180117,CHI,GSW,473.2213425319609,193.3692934009082
51527,Shot Chart Detail,0021700657,397,201939,Stephen Curry,1610612744,Golden State Warriors,3,6,46,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-75,232,1,1,20180117,CHI,GSW,308.94526245199313,211.9038105676658
51528,Shot Chart Detail,0021700657,409,201939,Stephen Curry,1610612744,Golden State Warriors,3,5,18,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,185,168,1,1,20180117,CHI,GSW,531.9948452238572,217.5706005997577
53205,Shot Chart Detail,0021700679,63,201939,Stephen Curry,1610612744,Golden State Warriors,1,6,57,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,65,253,1,1,20180120,HOU,GSW,461.06961810497535,270.416697508023
53233,Shot Chart Detail,0021700679,275,201939,Stephen Curry,1610612744,Golden State Warriors,2,5,1,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19,95,169,1,1,20180120,HOU,GSW,442.57219549304676,194.45517328095667
53238,Shot Chart Detail,0021700679,328,201939,Stephen Curry,1610612744,Golden State Warriors,2,2,0,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-79,237,1,1,20180120,HOU,GSW,307.8320137979413,215.8320137979413
53244,Shot Chart Detail,0021700679,403,201939,Stephen Curry,1610612744,Golden State Warriors,3,8,42,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,214,137,1,1,20180120,HOU,GSW,543.0969868789787,194.34112718026026
53251,Shot Chart Detail,0021700679,449,201939,Stephen Curry,1610612744,Golden State Warriors,3,4,23,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,105,241,1,1,20180120,HOU,GSW,494.14141487469976,269.1346652052679
53258,Shot Chart Detail,0021700679,502,201939,Stephen Curry,1610612744,Golden State Warriors,3,1,21,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-179,185,1,1,20180120,HOU,GSW,177.80979980008075,137.03709455482903
54767,Shot Chart Detail,0021700699,26,201939,Stephen Curry,1610612744,Golden State Warriors,1,10,9,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-19,263,1,1,20180123,GSW,NYK,382.8431207968716,257.9089653438087
54807,Shot Chart Detail,0021700699,285,201939,Stephen Curry,1610612744,Golden State Warriors,2,1,22,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-170,188,1,1,20180123,GSW,NYK,188.54185060764962,142.44863728670913
54808,Shot Chart Detail,0021700699,292,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,46,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-18,20,1,1,20180123,GSW,NYK,243.5470053837925,15.176914536239792
54818,Shot Chart Detail,0021700699,349,201939,Stephen Curry,1610612744,Golden State Warriors,3,8,8,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,152,215,1,1,20180123,GSW,NYK,526.1303078757695,255.72827724953066
54824,Shot Chart Detail,0021700699,378,201939,Stephen Curry,1610612744,Golden State Warriors,3,5,30,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-136,216,1,1,20180123,GSW,NYK,238.70765814495917,179.5589098293673
54826,Shot Chart Detail,0021700699,395,201939,Stephen Curry,1610612744,Golden State Warriors,3,4,24,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-211,122,1,1,20180123,GSW,NYK,109.43673284113434,65.46272039703311
54829,Shot Chart Detail,0021700699,418,201939,Stephen Curry,1610612744,Golden State Warriors,3,3,4,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,175,188,1,1,20180123,GSW,NYK,533.5418506076496,234.89110867544647
54845,Shot Chart Detail,0021700699,561,201939,Stephen Curry,1610612744,Golden State Warriors,4,3,58,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,2,264,1,1,20180123,GSW,NYK,404.42047106606117,264.53589838486226
54848,Shot Chart Detail,0021700699,583,201939,Stephen Curry,1610612744,Golden State Warriors,4,2,18,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,61,256,1,1,20180123,GSW,NYK,458.8016689125442,272.34490073829846
55879,Shot Chart Detail,0021700713,12,201939,Stephen Curry,1610612744,Golden State Warriors,1,11,19,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17,-78,157,1,1,20180125,GSW,MIN,262.64399226277123,136.09996299037243
55888,Shot Chart Detail,0021700713,61,201939,Stephen Curry,1610612744,Golden State Warriors,1,7,21,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,3,15,1,1,20180125,GSW,MIN,261.66025403784437,15.803847577293368
55905,Shot Chart Detail,0021700713,145,201939,Stephen Curry,1610612744,Golden State Warriors,1,1,4,Made Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,131,238,1,1,20180125,GSW,MIN,518.4093640671309,273.1013442084771
55920,Shot Chart Detail,0021700713,262,201939,Stephen Curry,1610612744,Golden State Warriors,2,5,25,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-169,216,1,1,20180125,GSW,MIN,205.70765814495917,170.71658647914026
55924,Shot Chart Detail,0021700713,275,201939,Stephen Curry,1610612744,Golden State Warriors,2,4,4,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-226,71,1,1,20180125,GSW,MIN,64.99186911246343,10.44348251056627
55931,Shot Chart Detail,0021700713,319,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,53,Made Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-12,18,1,1,20180125,GSW,MIN,248.39230484541326,14.784609690826528
55942,Shot Chart Detail,0021700713,372,201939,Stephen Curry,1610612744,Golden State Warriors,3,8,23,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,21,82,199,1,1,20180125,GSW,MIN,446.89270356873556,220.97183377935207
55956,Shot Chart Detail,0021700713,441,201939,Stephen Curry,1610612744,Golden State Warriors,3,2,11,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-6,278,1,1,20180125,GSW,MIN,404.50337483471594,276.39230484541326
